abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.19444444444444445,5120,70,335,190,Jellyfish Pokémon,0.13333333333333333,1250000,0.9,40,Menokurageメノクラゲ,Tentacool,50.0,72,50,100,0.37142857142857144,water,poison,45.5,1,0
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.3611111111111111,5120,70,515,60,Jellyfish Pokémon,0.26666666666666666,1250000,1.6,80,Dokukurageドククラゲ,Tentacruel,50.0,73,80,120,0.5428571428571428,water,poison,55.0,1,0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.4166666666666667,3840,70,300,255,Rock Pokémon,0.4222222222222222,1059860,,40,Isitsubuteイシツブテ,Geodude,50.0,74,30,30,0.08571428571428572,rock,ground,,1,0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.5,3840,70,390,120,Rock Pokémon,0.4888888888888889,1059860,,55,Goloneゴローン,Graveler,50.0,75,45,45,0.17142857142857143,rock,ground,,1,0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.638888888888889,3840,70,495,45,Megaton Pokémon,0.5555555555555555,1059860,,80,Golonyaゴローニャ,Golem,50.0,76,55,65,0.22857142857142854,rock,ground,,1,0
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.4444444444444445,5120,70,410,190,Fire Horse Pokémon,0.2222222222222222,1000000,1.0,50,Ponytaポニータ,Ponyta,50.0,77,65,65,0.48571428571428565,fire,,30.0,1,0
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5277777777777778,5120,70,500,60,Fire Horse Pokémon,0.2888888888888889,1000000,1.7,65,Gallopギャロップ,Rapidash,50.0,78,80,80,0.5714285714285714,fire,,95.0,1,0
"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.3333333333333333,5120,70,315,190,Dopey Pokémon,0.26666666666666666,1000000,1.2,90,Yadonヤドン,Slowpoke,50.0,79,40,40,0.05714285714285715,water,psychic,36.0,1,0
"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.3888888888888889,5120,70,590,75,Hermit Crab Pokémon,0.7777777777777778,1000000,1.6,95,Yadoranヤドラン,Slowbro,50.0,80,130,80,0.14285714285714285,water,psychic,78.5,1,0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.16666666666666666,5120,70,325,190,Magnet Pokémon,0.2888888888888889,1000000,0.3,25,Coilコイル,Magnemite,,81,95,55,0.22857142857142854,electric,steel,6.0,1,0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.3055555555555556,5120,70,465,60,Magnet Pokémon,0.4,1000000,1.0,50,Rarecoilレアコイル,Magneton,,82,120,70,0.37142857142857144,electric,steel,60.0,1,0
"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4722222222222222,5120,70,377,45,Wild Duck Pokémon,0.2222222222222222,1000000,0.8,52,Kamonegiカモネギ,Farfetch'd,50.0,83,58,62,0.3142857142857143,normal,flying,15.0,1,0
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4444444444444445,5120,70,310,190,Twin Bird Pokémon,0.17777777777777778,1000000,1.4,35,Dodoドードー,Doduo,50.0,84,35,35,0.39999999999999997,normal,flying,39.2,1,0
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5833333333333334,5120,70,470,45,Triple Bird Pokémon,0.2888888888888889,1000000,1.8,60,Dodorioドードリオ,Dodrio,50.0,85,60,60,0.6,normal,flying,85.2,1,0
"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.2222222222222222,5120,70,325,190,Sea Lion Pokémon,0.2222222222222222,1000000,1.1,65,Pawouパウワウ,Seel,50.0,86,45,70,0.22857142857142854,water,,90.0,1,0
"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0.3611111111111111,5120,70,475,75,Sea Lion Pokémon,0.33333333333333337,1000000,1.7,90,Jugonジュゴン,Dewgong,50.0,87,70,95,0.37142857142857144,water,ice,120.0,1,0
"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.4166666666666667,5120,70,325,190,Sludge Pokémon,0.19999999999999998,1000000,,80,Betbeterベトベター,Grimer,50.0,88,40,50,0.11428571428571428,poison,poison,,1,0
"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5555555555555556,5120,70,500,75,Sludge Pokémon,0.3111111111111111,1000000,,105,Betbetonベトベトン,Muk,50.0,89,65,100,0.2571428571428571,poison,poison,,1,0
"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,5120,70,305,190,Bivalve Pokémon,0.4222222222222222,1250000,0.3,30,Shellderシェルダー,Shellder,50.0,90,45,25,0.19999999999999998,water,,4.0,1,0
"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0.5,5120,70,525,60,Bivalve Pokémon,0.7777777777777778,1250000,1.5,50,Parshenパルシェン,Cloyster,50.0,91,85,45,0.37142857142857144,water,ice,132.5,1,0
['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.16666666666666666,5120,70,310,190,Gas Pokémon,0.1111111111111111,1059860,1.3,30,Ghosゴース,Gastly,50.0,92,100,35,0.42857142857142855,ghost,poison,0.1,1,0
['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.25,5120,70,405,90,Gas Pokémon,0.17777777777777778,1059860,1.6,45,Ghostゴースト,Haunter,50.0,93,115,55,0.5142857142857142,ghost,poison,0.1,1,0
['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.3333333333333333,5120,70,600,45,Shadow Pokémon,0.33333333333333337,1059860,1.5,60,Gangarゲンガー,Gengar,50.0,94,170,95,0.7142857142857143,ghost,poison,40.5,1,0
"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.2222222222222222,6400,70,385,45,Rock Snake Pokémon,0.6888888888888889,1000000,8.8,35,Iwarkイワーク,Onix,50.0,95,30,45,0.37142857142857144,rock,ground,210.0,1,0
"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.23888888888888887,5120,70,328,190,Hypnosis Pokémon,0.17777777777777778,1000000,1.0,60,Sleepeスリープ,Drowzee,50.0,96,43,90,0.2114285714285714,psychic,,32.4,1,0
"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.37777777777777777,5120,70,483,75,Hypnosis Pokémon,0.2888888888888889,1000000,1.6,85,Sleeperスリーパー,Hypno,50.0,97,73,115,0.35428571428571426,psychic,,75.6,1,0
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5555555555555556,5120,70,325,225,River Crab Pokémon,0.3777777777777778,1000000,0.4,30,Crabクラブ,Krabby,50.0,98,25,25,0.2571428571428571,water,,6.5,1,0
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.6944444444444444,5120,70,475,60,Pincer Pokémon,0.4888888888888889,1000000,1.3,55,Kinglerキングラー,Kingler,50.0,99,50,50,0.39999999999999997,water,,60.0,1,0
"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.1388888888888889,5120,70,330,190,Ball Pokémon,0.19999999999999998,1000000,0.5,40,Biriridamaビリリダマ,Voltorb,,100,55,55,0.5428571428571428,electric,,10.4,1,0
"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,5120,70,490,60,Ball Pokémon,0.2888888888888889,1000000,1.2,60,Marumineマルマイン,Electrode,,101,80,80,0.8285714285714285,electric,,66.6,1,0
"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,0.19444444444444445,5120,70,325,90,Egg Pokémon,0.33333333333333337,1250000,0.4,60,Tamatamaタマタマ,Exeggcute,50.0,102,60,45,0.19999999999999998,grass,psychic,2.5,1,0
"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,0.5555555555555556,5120,70,530,45,Coconut Pokémon,0.35555555555555557,1250000,,95,Nassyナッシー,Exeggutor,50.0,103,125,75,0.22857142857142854,grass,psychic,,1,0
"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.25,5120,70,320,190,Lonely Pokémon,0.4,1000000,0.4,50,Karakaraカラカラ,Cubone,50.0,104,40,50,0.17142857142857143,ground,,6.5,1,0
"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.4166666666666667,5120,70,425,75,Bone Keeper Pokémon,0.4666666666666667,1000000,,60,Garagaraガラガラ,Marowak,50.0,105,50,80,0.22857142857142854,ground,fire,,1,0
"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.638888888888889,6400,70,455,45,Kicking Pokémon,0.21333333333333332,1000000,1.5,50,Sawamularサワムラー,Hitmonlee,100.0,106,35,110,0.4685714285714286,fighting,,49.8,1,0
"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5555555555555556,6400,70,455,45,Punching Pokémon,0.3288888888888889,1000000,1.4,50,Ebiwalarエビワラー,Hitmonchan,100.0,107,35,110,0.4057142857142857,fighting,,50.2,1,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,5120,70,385,45,Licking Pokémon,0.3111111111111111,1000000,1.2,90,Beroringaベロリンガ,Lickitung,50.0,108,60,75,0.14285714285714285,normal,,65.5,1,0
['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.3333333333333333,5120,70,340,190,Poison Gas Pokémon,0.4,1000000,0.6,40,Dogarsドガース,Koffing,50.0,109,60,45,0.17142857142857143,poison,,1.0,1,0
['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.4722222222222222,5120,70,490,60,Poison Gas Pokémon,0.5111111111111111,1000000,1.2,65,Matadogasマタドガス,Weezing,50.0,110,85,70,0.3142857142857143,poison,,9.5,1,0
"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.4444444444444445,5120,70,345,120,Spikes Pokémon,0.4,1250000,1.0,80,Sihornサイホーン,Rhyhorn,50.0,111,30,30,0.11428571428571428,ground,rock,115.0,1,0
"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.6944444444444444,5120,70,485,60,Drill Pokémon,0.5111111111111111,1250000,1.9,105,Sidonサイドン,Rhydon,50.0,112,45,45,0.19999999999999998,ground,rock,120.0,1,0
"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10240,140,450,30,Egg Pokémon,0.0,800000,1.1,250,Luckyラッキー,Chansey,0.0,113,35,105,0.2571428571428571,normal,,34.6,1,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.2777777777777778,5120,70,435,45,Vine Pokémon,0.4888888888888889,1000000,1.0,65,Monjaraモンジャラ,Tangela,50.0,114,100,40,0.3142857142857143,grass,,35.0,1,0
"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,5120,70,590,45,Parent Pokémon,0.4222222222222222,1000000,2.2,105,Garuraガルーラ,Kangaskhan,0.0,115,60,100,0.5428571428571428,normal,,80.0,1,0
"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.19444444444444445,5120,70,295,225,Dragon Pokémon,0.2888888888888889,1000000,0.4,30,Tattuタッツー,Horsea,50.0,116,70,25,0.3142857142857143,water,,8.0,1,0
"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,5120,70,440,75,Dragon Pokémon,0.4,1000000,1.2,55,Seadraシードラ,Seadra,50.0,117,95,45,0.45714285714285713,water,,25.0,1,0
"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.34444444444444444,5120,70,320,225,Goldfish Pokémon,0.24444444444444444,1000000,0.6,45,Tosakintoトサキント,Goldeen,50.0,118,35,50,0.3314285714285714,water,,15.0,1,0
"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4833333333333334,5120,70,450,60,Goldfish Pokémon,0.26666666666666666,1000000,1.3,80,Azumaoアズマオウ,Seaking,50.0,119,65,80,0.36,water,,39.0,1,0
"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.2222222222222222,5120,70,340,225,Starshape Pokémon,0.2222222222222222,1250000,0.8,30,Hitodemanヒトデマン,Staryu,,120,70,55,0.45714285714285713,water,,34.5,1,0
"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.3888888888888889,5120,70,520,60,Mysterious Pokémon,0.35555555555555557,1250000,1.1,60,Starmieスターミー,Starmie,,121,100,85,0.6285714285714286,water,psychic,80.0,1,0
"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.2222222222222222,6400,70,460,45,Barrier Pokémon,0.26666666666666666,1000000,1.3,40,Barrierdバリヤード,Mr. Mime,50.0,122,100,120,0.48571428571428565,psychic,fairy,54.5,1,0
"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5833333333333334,6400,70,500,45,Mantis Pokémon,0.33333333333333337,1000000,1.5,70,Strikeストライク,Scyther,50.0,123,55,80,0.5714285714285714,bug,flying,56.0,1,0
"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.25,6400,70,455,45,Humanshape Pokémon,0.13333333333333333,1000000,1.4,65,Rougelaルージュラ,Jynx,0.0,124,115,95,0.5142857142857142,ice,psychic,40.6,1,0
"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.43333333333333335,6400,70,490,45,Electric Pokémon,0.23111111111111113,1000000,1.1,65,Elebooエレブー,Electabuzz,75.4,125,95,85,0.5714285714285714,electric,,30.0,1,0
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,6400,70,495,45,Spitfire Pokémon,0.23111111111111113,1000000,1.3,65,Booberブーバー,Magmar,75.4,126,100,85,0.5028571428571429,fire,,44.5,1,0
"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8333333333333334,6400,70,600,45,Stagbeetle Pokémon,0.5111111111111111,1250000,1.5,65,Kailiosカイロス,Pinsir,50.0,127,65,90,0.5714285714285714,bug,,55.0,1,0
"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5277777777777778,5120,70,490,45,Wild Bull Pokémon,0.4,1250000,1.4,75,Kentaurosケンタロス,Tauros,100.0,128,40,70,0.6,normal,,88.4,1,0
"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.02777777777777778,1280,70,200,255,Fish Pokémon,0.2222222222222222,1250000,0.9,20,Koikingコイキング,Magikarp,50.0,129,15,20,0.42857142857142855,water,,10.0,1,0
"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.8333333333333334,1280,70,640,45,Atrocious Pokémon,0.46222222222222226,1250000,6.5,95,Gyaradosギャラドス,Gyarados,50.0,130,70,130,0.4342857142857143,water,flying,235.0,1,0
"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0.4444444444444445,10240,70,535,45,Transport Pokémon,0.33333333333333337,1250000,2.5,130,Laplaceラプラス,Lapras,50.0,131,85,95,0.3142857142857143,water,ice,220.0,1,0
"['Limber', 'Imposter']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23888888888888887,5120,70,288,35,Transform Pokémon,0.1911111111111111,1000000,0.3,48,Metamonメタモン,Ditto,,132,48,48,0.24571428571428572,normal,,4.0,1,0
"['Run Away', 'Adaptability', 'Anticipation']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,8960,70,325,45,Evolution Pokémon,0.19999999999999998,1000000,0.3,55,Eievuiイーブイ,Eevee,88.1,133,45,65,0.2857142857142857,normal,,6.5,1,0
"['Water Absorb', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,8960,70,525,45,Bubble Jet Pokémon,0.24444444444444444,1000000,1.0,130,Showersシャワーズ,Vaporeon,88.1,134,110,95,0.34285714285714286,water,,29.0,1,0
"['Volt Absorb', 'Quick Feet']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,8960,70,525,45,Lightning Pokémon,0.24444444444444444,1000000,0.8,65,Thundersサンダース,Jolteon,88.1,135,110,95,0.7142857142857143,electric,,24.5,1,0
"['Flash Fire', 'Guts']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.6944444444444444,8960,70,525,45,Flame Pokémon,0.24444444444444444,1000000,0.9,65,Boosterブースター,Flareon,88.1,136,95,110,0.34285714285714286,fire,,25.0,1,0
"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3055555555555556,5120,70,395,45,Virtual Pokémon,0.2888888888888889,1000000,0.8,65,Porygonポリゴン,Porygon,,137,85,75,0.19999999999999998,normal,,36.5,1,0
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.19444444444444445,7680,70,355,45,Spiral Pokémon,0.4222222222222222,1000000,0.4,35,Omniteオムナイト,Omanyte,88.1,138,90,55,0.17142857142857143,rock,water,7.5,1,0
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.3055555555555556,7680,70,495,45,Spiral Pokémon,0.5333333333333333,1000000,1.0,70,Omstarオムスター,Omastar,88.1,139,115,70,0.2857142857142857,rock,water,35.0,1,0
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.4166666666666667,7680,70,355,45,Shellfish Pokémon,0.3777777777777778,1000000,0.5,30,Kabutoカブト,Kabuto,88.1,140,55,45,0.2857142857142857,rock,water,11.5,1,0
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.6111111111111112,7680,70,495,45,Shellfish Pokémon,0.4444444444444445,1000000,1.3,60,Kabutopsカブトプス,Kabutops,88.1,141,65,70,0.42857142857142855,rock,water,40.5,1,0
"['Rock Head', 'Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,0.7222222222222222,8960,70,615,45,Fossil Pokémon,0.35555555555555557,1250000,1.8,80,Pteraプテラ,Aerodactyl,88.1,142,70,95,0.8285714285714285,rock,flying,59.0,1,0
"['Immunity', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,10240,70,540,25,Sleeping Pokémon,0.26666666666666666,1250000,2.1,160,Kabigonカビゴン,Snorlax,88.1,143,65,110,0.14285714285714285,normal,,460.0,1,0
